user_id,item_id,rating
12243,8538,5.0
12243,6991,5.0
12243,1725,5.0
12243,304,5.0
12243,9433,4.0
12243,8455,4.0
12243,139,4.0
12243,4180,5.0
12243,5423,4.0
12243,9203,5.0
12243,47,3.0
12243,10244,5.0
12243,1091,5.0
12243,7357,5.0
12243,3747,5.0
12243,8303,4.0
12243,6535,4.0
12243,3848,5.0
12243,3804,5.0
12243,4306,4.0
12243,2093,5.0
12243,5926,5.0
12243,1117,5.0
12243,5347,5.0
12218,10295,4.0
12218,5352,3.0
12218,5126,5.0
12218,3377,5.0
12218,2197,5.0
12218,7249,3.0
12218,8284,4.0
12218,3805,4.0
12218,2913,4.0
12218,3648,3.0
12218,646,4.0
12218,6447,5.0
12218,5371,5.0
12218,8730,3.0
12218,1534,5.0
12218,8982,4.0
12218,2263,4.0
12218,9428,4.0
12218,1732,5.0
12218,1951,5.0
12218,3381,4.0
12218,4369,4.0
12218,10106,4.0
12199,2263,4.0
12199,5921,4.0
12199,613,4.0
12199,2430,4.0
12199,2263,4.0
12199,2722,5.0
12199,1856,3.0
12199,4777,5.0
12199,9886,4.0
12199,7001,5.0
12199,2913,5.0
12199,5439,4.0
12199,8807,4.0
12199,9561,5.0
12199,5137,5.0
12199,4772,5.0
12199,6929,5.0
12199,5188,5.0
12016,202,5.0
12016,2344,4.0
12016,7691,5.0
12016,9196,5.0
12016,1374,4.0
12016,1610,3.0
12016,277,4.0
12016,2810,5.0
12016,8802,3.0
12016,2586,5.0
12016,7557,4.0
12016,5790,4.0
12016,4754,5.0
12016,8684,5.0
12016,7823,5.0
12016,5493,4.0
12016,332,5.0
12016,8684,5.0
12016,6727,4.0
12016,3238,4.0
12016,9196,5.0
12016,7895,5.0
12016,5485,4.0
12016,6049,4.0
12016,1564,4.0
12016,2739,4.0
12016,2101,3.0
12016,6382,5.0
12016,6922,5.0
12016,3419,5.0
12016,1960,4.0
12016,2739,4.0
12016,3738,4.0
12016,1393,4.0
12016,7657,4.0
12016,8605,4.0
12016,2456,4.0
12016,2570,4.0
12016,2141,4.0
12016,2355,4.0
12016,4165,4.0
12016,8383,5.0
12016,1881,4.0
12016,6854,5.0
12016,5354,4.0
12016,3738,4.0
12016,5982,4.0
12016,3899,4.0
12016,1318,5.0
12016,9573,4.0
12016,615,4.0
12016,7970,5.0
12016,9458,4.0
12016,1479,5.0
12016,4546,4.0
12016,3570,4.0
12016,6740,4.0
12016,2769,4.0
12016,2616,4.0
12016,7105,4.0
12016,3857,4.0
12016,9630,5.0
12016,1898,4.0
12016,6727,5.0
12016,2879,5.0
12016,6354,4.0
12016,8020,4.0
12016,2467,4.0
12016,8264,5.0
12016,4318,5.0
12016,3974,5.0
12016,7908,5.0
12016,8873,5.0
12016,5644,5.0
12016,6685,5.0
12016,1061,5.0
12016,2537,5.0
12016,5203,5.0
12016,6878,5.0
12016,4599,5.0
12016,5883,5.0
12016,5296,4.0
12016,1717,4.0
11998,8729,5.0
11998,3739,5.0
11998,960,5.0
11998,3631,5.0
11998,9250,4.0
11998,4883,3.0
11998,6760,5.0
11998,7329,5.0
11998,9222,4.0
11998,1673,5.0
11998,8726,5.0
11998,8811,4.0
11998,819,4.0
11998,3932,4.0
11998,5909,4.0
11998,10339,4.0
11998,5257,5.0
11998,4468,4.0
11998,4547,5.0
11998,6760,5.0
11898,5187,4.0
