user_id,item_id,rating
3582,441,4
3582,3149,3
3582,1118,4
3582,3487,3
3582,2194,5
3582,1104,4
3582,3133,5
3582,1210,3
3582,537,5
3582,3621,5
3582,3491,5
3582,1172,5
3582,3230,4
3582,574,4
3582,583,5
3582,2814,5
3582,3083,5
3582,2875,4
3582,681,5
3582,2821,4
3582,3425,3
3582,1117,4
3582,1189,4
3582,3271,5
3582,2712,4
3582,2857,4
3582,3545,2
3582,1109,4
3582,2711,4
3582,2741,4
3582,2206,5
3582,3623,3
3582,2246,4
3582,3435,3
3582,371,2
3582,3257,3
3582,3250,5
3582,1073,3
3582,3493,4
3582,2727,5
3582,3295,5
3582,2726,5
3582,2807,5
3582,835,4
3582,3385,5
3582,1182,4
3582,1162,5
3582,847,5
3582,2649,5
3582,873,5
3582,2106,4
3582,3571,4
3582,3225,5
3582,3079,4
3582,1097,4
3582,888,5
3582,2201,5
3582,892,5
3582,1137,5
3582,1057,4
3582,214,4
3582,2819,5
3582,844,5
3582,852,3
3582,1967,4
3582,846,4
3582,1165,4
3582,1200,5
3582,2095,4
3582,850,5
3582,1158,5
3582,859,5
3582,1173,4
3582,2019,5
3582,2003,5
3582,1483,5
3582,3199,5
3582,879,5
3582,3104,4
3582,1154,5
3582,2519,3
3582,3132,5
3582,1089,4
3582,998,4
3582,1190,5
3582,3437,5
3582,1166,5
3582,525,5
3582,1883,5
3582,707,5
3582,1244,4
3582,2730,5
3582,156,4
3582,2773,4
3582,867,5
3582,997,4
3582,675,3
3582,1999,4
3582,2725,5
3582,2879,5
3582,865,5
3582,849,5
3582,2710,4
3582,2717,4
3582,27,5
3582,256,3
3582,1762,5
3582,836,4
3582,38,4
3582,906,5
3582,3368,3
3582,839,4
3582,870,4
3582,1884,4
3582,2486,4
3582,1183,4
3582,1119,4
3582,1838,4
3582,1020,5
3582,1153,4
3582,16,5
3582,995,4
3582,880,3
3582,2709,5
3582,56,5
3582,1170,5
3582,1202,5
3582,1082,3
3582,2051,4
3582,1150,5
2678,849,4
2678,268,4
2678,2212,3
2678,1118,4
2678,1182,3
2678,856,5
2678,3504,4
2678,2100,4
2678,1105,4
2678,1213,5
2678,1202,5
2678,1535,4
2678,1898,4
2678,1917,4
2678,2211,3
2678,1777,3
2678,1104,4
2678,1106,4
2678,3457,4
2678,1148,5
5618,285,5
5618,1104,5
5618,450,2
5618,1426,3
5618,1176,4
5618,2229,3
5618,2836,4
5618,2555,4
5618,2783,4
5618,2746,5
5618,2680,5
5618,2939,4
5618,2672,3
5618,2748,4
5618,2781,1
5618,2631,3
5618,2649,5
5618,2201,5
5618,1171,4
5618,2398,4
5618,344,5
5618,33,4
5618,3027,3
5618,2160,4
5618,2126,5
5618,2345,5
5618,572,5
5618,1382,4
5618,67,4
5618,784,4
5618,3229,4
5618,1591,4
5618,424,4
5618,3126,4
5618,307,5
5618,511,5
5618,1846,4
5618,16,4
5618,1561,4
